RNG Hexa,RNG Index,Frame 1,Frame 2,Frame 3,Frame 4,Frame 5,Frame 6,Frame 7,Frame 8,Frame 9,Frame 10,Extra Frame 1
d9e5201e,113,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
3f3a3e07,114,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
d4d1069c,115,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0f5436ed,116,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
c42704ca,117,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
134717c3,118,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
23e5ee28,119,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
5a5fbe09,120,F2 (Robot1) T6 (Beast5) C3 (Giant9) I8 (Glacial7) B4,(Q1) C2 (Jelleye3) F6 (Grendel5) I9 (Bird7) T4 (Robot8),(Giant9) F1 (Q2) B4 (Jelleye5) T7 (Malboro8) I6 (Ruby3),F3 (Q2) T1 (Creeps4) B6 (Malboro5) C9 (Elnoyle8) I7,B3 (Mask2) F6 (Q5) T4 (Elnoyle7) C1 (Giant9) I8,B1 (Malboro2) F4 (Q5) T7 (Chimera9) I8 (King3) C6,C3 (Q2) B6 (Giant5) T1 (Buel4) F9 (Elastoid8) I7,F3 (Q2) T1 (Ruby4) B6 (Biggs5) C9 (Elastoid8) I7,B1 (Q2) F4 (Elnoyle5) T7 (Jelleye8) C9 (Buel6) I3,F1 (Q4) B2 (Chimera5) T7 (Giant8) C3 (Buel9) I6,XX
f95aa236,121,(King9) B1 (Q2) F4 (Grendel5) I6 (Beast8) C7 (Snake3),(Giant7) F1 (Unicorn2) T4 (Beast5) I8 (Q3) C9 (Buel6),F1 (Robot2) B4 (Q5) T7 (Chimera9) C6 (Snake3) I8,(Elnoyle9) F2 (Snake3) I6 (Mask4) C1 (Q5) T7 (Buel8),(Elastoid9) F1 (Giant2) B4 (Q5) T7 (Grendel6) I3 (Ruby8),(Elastoid9) C2 (Robot5) T4 (Q1) I7 (Mantis3) B6 (Buel8),B3 (Unicorn2) F6 (Q5) C9 (Ruby7) I4 (Jelleye1) T8,(Q4) F3 (Mask6) T2 (Ruby5) C1 (Grat7) I8 (Unicorn9),F2 (Mask1) T6 (Creeps5) C3 (Biggs4) I9 (Elnoyle7) B8,F1 (Jelleye2) B4 (Unicorn5) T7 (Q6) I8 (Creeps3) C9,XX
ea06a33f,122,(Biggs9) F1 (Malboro4) B2 (Creeps5) I7 (Q8) C6 (Grat3),F1 (Q4) B2 (Creeps5) T7 (Mask8) C3 (Chimera9) I6,(Biggs9) C1 (Q4) F2 (King5) I8 (Snake3) B6 (Mask7),(Biggs9) F2 (Creeps3) I6 (Q1) C5 (Jelleye8) T7 (Bird4),B3 (Grendel6) T2 (Jelleye5) C1 (Grat4) I9 (Q8) F7,(Q7) I8 (Giant3) C9 (Malboro4) T6 (Grat5) B2 (Glacial1),(Biggs9) F1 (Grat4) B2 (Buel5) I7 (Glacial3) C8 (Q6),(Malboro7) F3 (Q6) T5 (Beast8) I9 (Glacial2) C4 (Bird1),(Buel7) F2 (Unicorn3) B6 (Q5) I8 (Grendel4) C9 (Snake1),(Q4) B3 (Jelleye6) F9 (Ruby5) T7 (Mantis8) I2 (Bird1),XX
60d9ec74,123,(Q1) F2 (Malboro3) B6 (Unicorn5) C9 (Mantis4) I8 (Glacial7),(Biggs9) B2 (Elnoyle3) F4 (Q5) I6 (Bird7) T1 (King8),(Q1) F2 (Glacial3) B6 (Chimera5) C9 (Buel4) T7 (Creeps8),(Elnoyle9) F1 (Buel4) B2 (Malboro5) T7 (Q3) I8 (Mantis6),(Q1) C3 (King2) F6 (Beast5) I9 (Chimera7) B8 (Glacial4),F1 (King4) B2 (Glacial5) C3 (Elastoid6) T7 (Buel9) I8,F1 (Mask4) B2 (Elastoid5) T7 (Q6) C3 (Bird8) I9,F1 (Q4) B2 (Elastoid5) T7 (Grendel6) C3 (Giant9) I8,F1 (Q4) B2 (Giant5) T7 (Snake6) C3 (Buel9) I8,B1 (Robot2) F4 (Malboro5) T7 (Q3) I8 (Chimera6) C9,XX
8bf83ce5,124,F1 (Ruby4) B2 (Elastoid5) T7 (Q6) C3 (Mask8) I9,C2 (Snake3) B6 (Grendel5) I9 (Q4) T1 (Malboro7) F8,F3 (Grendel2) B6 (King5) I9 (Elastoid8) T4 (Jelleye1) C7,(Q1) T6 (Mantis9) B2 (Giant5) C3 (King8) I7 (Chimera4),(Q1) F3 (Chimera2) B6 (Robot5) C9 (Bird8) I7 (Mantis4),(Biggs9) F2 (Q1) T6 (Robot5) C3 (King4) I8 (Giant7),(Q1) B2 (Ruby3) F5 (Buel6) C9 (Unicorn8) T7 (Bird4),(Biggs9) C1 (Giant4) F2 (Q5) I7 (Bird6) B3 (Buel8),F2 (Jelleye3) B6 (Q5) T4 (Beast1) C9 (Grat7) I8,(Snake9) F2 (Q1) T6 (Giant5) C3 (Buel8) I7 (Glacial4),XX
edc56462,125,F2 (Chimera1) T6 (King9) B4 (Q5) C3 (Elastoid8) I7,(Giant9) F2 (Mantis3) I6 (Q5) T4 (Jelleye7) C8 (Bird1),F3 (Q2) B6 (Robot5) C9 (Jelleye4) I7 (Grat1) T8,F1 (Giant2) B4 (Mantis5) T7 (Buel6) C3 (Q8) I9,F1 (Q4) B2 (Robot5) T7 (Bird8) C3 (Creeps9) I6,XX,XX,XX,XX,XX,XX
d18c5c7b,126,B1 (Q4) F2 (Snake5) C3 (Elnoyle6) T7 (King8) I9,F1 (Q4) B2 (Mask5) T7 (Giant6) C3 (Ruby8) I9,(Creeps9) F1 (Q4) B2 (King3) I5 (Chimera8) T7 (Malboro6),B1 (Q4) C2 (Elastoid5) T7 (Mask6) F3 (King8) I9,(Q3) T2 (Giant1) B5 (King4) I7 (Grendel6) C9 (Ruby8),(Q1) F2 (Mask3) B6 (Mantis5) C9 (Jelleye4) I8 (Ruby7),B1 (Jelleye2) F4 (Giant5) T7 (Q6) I8 (Mantis3) C9,B1 (Ruby4) C2 (Glacial5) T7 (Robot6) F3 (Buel9) I8,(Q1) F2 (Creeps3) B6 (Bird5) C9 (Buel4) T7 (Mantis8),(Robot7) F2 (Mantis3) B6 (Q5) I8 (Grendel4) C9 (Chimera1),XX
4a934d80,127,(Elastoid9) C1 (Chimera4) F2 (Giant5) I8 (Snake6) B3 (Q7),B1 (Ruby4) F2 (Elnoyle5) C3 (Elastoid6) T7 (Q8) I9,F2 (Giant1) T6 (Jelleye5) C3 (Creeps9) I8 (Ruby7) B4,F1 (Grendel2) B4 (Buel5) T7 (Q3) C9 (Snake8) I6,(Elastoid9) C1 (Glacial2) B4 (Beast5) T7 (Q3) I8 (King6),F1 (Creeps4) B2 (Giant5) T7 (Q6) C3 (Mantis8) I9,F1 (Mantis2) B4 (Biggs5) T7 (Q6) I8 (Grendel3) C9,B3 (Beast6) T2 (Q5) C1 (Grat4) I9 (Ruby7) F8,(Biggs9) F1 (Malboro4) B2 (Buel5) I7 (Unicorn6) C8 (Q3),(Chimera1) F2 (King3) B4 (Ruby5) T7 (Q6) I8 (Mask9),XX
80648f81,128,F1 (Q4) B2 (Buel5) T7 (Giant6) C3 (Bird8) I9,(Elastoid9) F4 (Q7) B2 (Beast3) C5 (Creeps6) I8 (Glacial1),F1 (Q4) B2 (Buel5) T7 (Chimera6) C3 (Ruby9) I8,(Q7) F3 (Chimera2) I8 (Giant1) T4 (Grendel6) B5 (Mantis9),F1 (Q4) B2 (Glacial5) T7 (Ruby8) I9 (Mantis3) C6,F1 (Q4) B2 (Elastoid5) T7 (Creeps6) C3 (Grendel8) I9,C4 (Creeps7) B3 (Q2) T1 (Elnoyle9) F6 (Mantis8) I5,F6 (Q3) T2 (Ruby5) C1 (Snake4) I8 (Chimera9) B7,F1 (Glacial4) B2 (Q5) T7 (King8) C3 (Malboro9) I6,F1 (Jelleye2) B4 (Q5) T7 (Creeps6) I3 (King8) C9,XX
7b51774e,129,F4 (Biggs7) B3 (Q2) T1 (Grendel8) C6 (Elnoyle9) I5,(Elnoyle9) F6 (Q5) T4 (Glacial7) I8 (Elastoid3) C1 (Creeps2),C3 (Q2) T1 (King4) B6 (Biggs5) F9 (Jelleye8) I7,F1 (Mantis4) B2 (Q5) T7 (Grendel6) C3 (Glacial9) I8,F1 (Snake4) B2 (Q5) T7 (Giant8) C3 (King9) I6,B1 (Mask2) F4 (Q5) T7 (Glacial9) C8 (King6) I3,F2 (Bird3) B6 (King5) T4 (Q7) C1 (Beast9) I8,(Q4) F3 (Malboro2) B6 (Mask5) T1 (Grendel7) I8 (Chimera9),(Elnoyle9) C2 (Biggs3) I6 (Q4) T1 (Mantis5) B8 (Glacial7),(Elnoyle9) F1 (Q4) B2 (Beast5) I8 (Jelleye3) C6 (Bird7),XX
5a997f77,130,(Elastoid9) F2 (Grendel3) I6 (Q5) T4 (Snake8) B7 (Grat1),(Q4) F3 (Giant6) I9 (Glacial7) B8 (Mask1) T5 (Buel2),(Elastoid9) F1 (Bird2) B4 (Q5) T7 (Snake6) I3 (Robot8),(Elnoyle9) F1 (Beast2) B4 (Grendel5) T7 (Q6) I8 (Snake3),(Ruby9) F1 (Q2) B4 (Mantis5) T7 (Giant8) I6 (Creeps3),(Elastoid9) F1 (Buel4) B2 (Beast5) T7 (Q6) C3 (Ruby8),(Elnoyle9) C1 (Q4) F2 (Grendel5) I8 (Creeps3) B6 (Mask7),(Snake9) F1 (Chimera2) B4 (Q5) T7 (King8) I6 (Mantis3),(Elnoyle9) B4 (Q5) I6 (Mantis3) C8 (Jelleye2) T7 (Glacial1),(Q1) F2 (Mantis3) B6 (Unicorn5) C9 (Grat4) I8 (Creeps7),XX
d7db1d4c,131,(Elnoyle9) B1 (Chimera2) F4 (Q5) T7 (Creeps6) I3 (Malboro8),(Elnoyle9) B1 (King2) F4 (Giant5) T7 (Grendel6) I8 (Q3),(Elastoid9) F1 (Q2) B4 (Jelleye5) T7 (Giant6) C8 (Chimera3),(Q6) F1 (Ruby2) T5 (Grendel4) C3 (King8) B7 (Chimera9),B1 (Q4) C2 (Biggs5) T7 (Bird8) F3 (Robot9) I6,(Q7) F1 (Mask2) T4 (Ruby8) B9 (Grendel5) I6 (Grat3),(Biggs9) C3 (Q2) I6 (Beast8) T1 (Creeps4) F5 (Snake7),(Mantis7) B1 (Q2) T4 (Beast5) I8 (Buel9) C6 (Jelleye3),F2 (Q5) T4 (Buel7) C1 (Biggs6) B3 (Mask8) I9,(Q7) F1 (Glacial2) T4 (Grat3) I8 (King6) C5 (Malboro9),XX
183f51dd,132,F3 (King2) B6 (Q5) C9 (Jelleye8) I7 (Elastoid4) T1,F4 (Beast7) B3 (Q2) T1 (Elastoid6) C5 (Giant8) I9,(Elnoyle9) B1 (Q4) T7 (Robot5) C2 (Mantis6) I8 (Malboro3),F1 (Elastoid2) B4 (Robot5) T7 (Q3) I8 (Snake9) C6,F1 (Q2) B4 (Elastoid5) T7 (Mantis8) I9 (Grendel6) C3,F1 (Robot4) B2 (Elnoyle5) T7 (Q6) C3 (Mantis8) I9,(Elnoyle9) B1 (Q2) F4 (Unicorn5) T7 (Grendel8) I6 (Grat3),F2 (Mask1) B4 (Elnoyle5) T7 (Bird6) I3 (Q9) C8,(Biggs9) C1 (Creeps4) F2 (Jelleye5) I7 (Giant3) T8 (Q6),(Q9) I8 (Snake7) B6 (Jelleye3) F5 (Glacial4) T1 (Mantis2),XX
f3b9c6fa,133,(Biggs9) F1 (Grendel2) B4 (Q5) T7 (King6) I3 (Bird8),(Elastoid9) F1 (King2) B4 (Grendel5) T7 (Q6) I8 (Buel3),B1 (Biggs4) F2 (Mantis5) T7 (Bird8) C6 (Q9) I3,F1 (Q4) B2 (Unicorn5) T7 (Glacial6) C3 (Mantis9) I8,F1 (Q4) B2 (Mask5) T7 (King6) C3 (Giant9) I8,F1 (Malboro2) B4 (Grendel5) T7 (Glacial6) C3 (Bird9) I8,(Elnoyle9) F1 (Beast2) B4 (Unicorn5) T7 (Q8) I6 (King3),(Elnoyle9) F2 (Q1) T6 (Mask5) C3 (Chimera8) I7 (Giant4),F1 (Q4) B2 (Elastoid5) C3 (Biggs6) T7 (Mask8) I9,C2 (Mask1) B4 (Ruby5) F3 (Elastoid6) T7 (Q9) I8,XX
61d90833,134,F1 (Malboro2) B4 (Biggs5) T7 (Grat8) C3 (Q6) I9,(Bird9) C1 (Q4) F2 (Creeps3) I5 (Ruby8) T7 (Chimera6),(Elastoid9) B4 (Q7) C2 (Biggs5) I8 (Ruby3) T1 (Giant6),F1 (Malboro2) B4 (jelleye5) T7 (Q6) C3 (Bird8) I9,B1 (King2) F4 (Jelleye5) T7 (Q6) C3 (Giant8) I9,F2 (Snake3) B6 (Biggs5) T1 (Grat4) C8 (Q9) I7,(Giant8) F4 (Q7) I9 (Unicorn5) B6 (Mantis2) C3 (Glacial1),B1 (Q4) C2 (Elnoyle5) F3 (Beast6) T7 (Snake8) I9,F1 (Beast2) B4 (Buel5) T7 (Q6) C3 (Creeps8) I9,B1 (Chimera2) F4 (Q5) T7 (Mantis8) I9 (Creeps6) C3,XX
686927d8,135,(Q9) F1 (Grendel4) B2 (Creeps3) I6 (Ruby8) C5 (Grat7),(King7) F2 (Chimera3) B6 (Q5) C9 (Ruby4) T1 (Unicorn8),(Elnoyle9) C1 (Q4) F2 (Chimera5) I8 (Snake6) B3 (Grendel7),(Elastoid9) F2 (Glacial3) I6 (Q5) T4 (King7) C1 (Mantis8),(Elnoyle9) C1 (Chimera4) F2 (Q5) I6 (Biggs7) B3 (Ruby8),(Q7) F1 (Malboro4) B2 (King5) I8 (Mantis3) C9 (Unicorn6),F3 (Q2) T1 (Grat4) C6 (Beast5) I9 (Elnoyle7) B8,B4 (Beast7) F3 (Q2) T1 (King8) C6 (Glacial5) I9,(Elastoid9) C1 (King2) B4 (Bird5) T7 (Q8) I6 (Unicorn3),C1 (Glacial2) B4 (Jelleye5) T7 (Chimera6) I8 (Q3) F9,XX
1b12dff9,136,(Biggs9) C1 (Grat4) F2 (Glacial5) I7 (Q3) B6 (King8),(Malboro7) B2 (Unicorn1) T6 (Giant9) I8 (Q5) C3 (Mask4),(Elnoyle9) B2 (King5) T4 (Beast7) I8 (Snake6) C1 (Q3),(Q1) F3 (Mask2) B6 (Giant5) C9 (Buel4) I8 (Jelleye7),(Chimera7) F1 (Mantis2) T4 (Q3) I8 (Buel5) C9 (Grat6),F1 (Elastoid2) B4 (Robot5) T7 (Q6) C9 (Snake3) I8,(Elnoyle9) C1 (Elastoid2) F4 (Ruby5) T7 (Q8) I6 (Mantis3),(Beast1) F2 (Q3) B4 (Grendel5) T7 (Robot6) I8 (King9),(Q7) F1 (Grat4) B2 (Beast5) I8 (Robot3) C9 (Snake6),F4 (Robot7) B3 (Q2) T1 (Jelleye6) I8 (Creeps9) C5,XX
8375ff66,137,(Q7) F3 (Chimera2) B6 (Mantis9) I8 (Jelleye5) C4 (Bird1),F1 (Giant4) B2 (Biggs5) C3 (Unicorn6) T7 (Grendel9) I8,F1 (Snake2) B4 (Robot5) T7 (Q3) I8 (Buel9) C6,(Beast9) F1 (Q4) B2 (King5) I8 (Chimera6) C3 (Grat7),F1 (Elastoid2) B4 (Q5) T7 (Malboro9) I8 (Chimera3) C6,(Malboro9) F1 (Robot4) B2 (Q5) I6 (Glacial7) C8 (Grat3),(Elnoyle9) B1 (Malboro4) C2 (Elastoid5) I7 (King6) F3 (Q8),B1 (Mask2) F4 (Giant5) T7 (Buel8) I3 (Grat9) C6,(Q4) T1 (Chimera9) I8 (Ruby6) C7 (Malboro3) B5 (Mask2),(Robot3) F1 (Grendel2) B4 (Malboro5) T7 (Q6) I8 (Buel9),XX
42dbb2af,138,F2 (Q1) T6 (Biggs5) C3 (Bird9) I8 (Giant4) B7,(King8) F1 (Q4) I5 (Robot2) T7 (Snake9) B6 (Glacial3),B1 (Q4) F2 (Malboro5) T7 (Creeps6) C3 (Robot9) I8,F1 (Q4) B2 (Mantis5) T7 (Robot6) C3 (Creeps9) I8,F3 (Elnoyle6) I9 (Q7) T2 (Biggs5) B8 (Glacial1) C4,C1 (Jelleye2) B4 (Ruby5) T7 (Q6) I8 (Buel3) F9,F2 (Q1) T6 (Jelleye5) C3 (Mask9) I8 (Buel7) B4,F1 (Snake4) B2 (Q5) T7 (Chimera8) C3 (Malboro9) I6,C1 (Grat4) F2 (Q5) T7 (Grendel9) I8 (Malboro6) B3,F2 (beast1) T6 (Jelleye5) C3 (Ruby9) I8 (Q4) B7,XX
64aff924,139,(Biggs9) F2 (Glacial3) I6 (Robot1) C5 (Q8) T7 (Jelleye4),(Bird8) F1 (Mask2) B4 (Q5) T7 (Buel9) I6 (King3),(Biggs9) F2 (Beast5) I8 (Grendel3) B6 (Q1) T7 (Buel4),(Biggs9) F1 (Chimera2) B4 (Q5) T7 (Mask6) C3 (Bird8),(Biggs9) F6 (Q3) T2 (Glacial5) C1 (Grendel8) I7 (Beast4),F1 (Elastoid2) B4 (Q5) T7 (Buel9) I8 (Grendel3) C6,B1 (Biggs2) F4 (Malboro5) T7 (Mask6) I8 (Q3) C9,(Elnoyle9) F1 (King2) B4 (Q5) I6 (Snake7) C8 (Jelleye3),T6 (Giant9) F2 (Mask5) C3 (Q1) I8 (Biggs4) B7,F1 (Mantis2) B4 (Chimera5) T7 (Q3) I8 (Snake9) C6,XX
89b555d5,140,F1 (Giant2) B4 (Buel5) T7 (Q6) C3 (Mantis8) I9,F1 (Elnoyle4) B2 (Buel5) T7 (Snake6) C3 (Bird8) I9,F1 (Jelleye4) B2 (Beast5) T7 (Grendel8) I9 (Mask3) C6,F1 (King4) B2 (Buel5) T7 (Q8) I9 (Robot3) C6,F2 (Grendel3) B6 (Beast5) I8 (Giant7) C9 (Robot1) T4,(Elnoyle9) C1 (Ruby2) B4 (Robot5) T7 (Q3) I8 (Grat6),(Q6) C1 (Beast3) T5 (Robot4) F2 (Unicorn7) I8 (Giant9),F1 (Elastoid4) B2 (Q5) T7 (Ruby9) I8 (Buel3) C6,(Q4) T1 (Buel7) I8 (Unicorn9) B6 (Glacial3) F5 (Creeps2),F4 (Elnoyle7) T1 (Creeps8) B5 (Q6) C9 (King2) I3,XX
d1668c92,141,F1 (Malboro4) B2 (Bird5) T7 (Q8) I9 (Grat3) C6,F1 (Jelleye4) B2 (Malboro5) T7 (Q8) C9 (Unicorn6) I3,F2 (Malboro1) T6 (Mask9) B4 (Creeps5) C3 (Q8) I7,F1 (Q4) B2 (Ruby5) T7 (Buel6) C3 (Snake9) I8,B1 (Elnoyle2) F4 (Jelleye5) T7 (Q8) I9 (King6) C3,(Chimera7) F2 (Unicorn3) B6 (Q5) I9 (Beast4) C1 (Jelleye8),(Biggs9) F1 (Creeps2) B4 (Q5) T7 (Grendel8) I6 (Robot3),(Elnoyle9) C1 (Robot2) B4 (Giant5) T7 (Chimera6) I8 (Q3),(Elnoyle9) F1 (Q4) B2 (Grat5) C3 (Beast6) I8 (Grendel7),(Biggs9) C1 (Bird4) F2 (Mask5) T7 (Chimera6) B8 (Q3),XX
70d3faeb,142,F2 (Grendel1) T6 (Biggs5) C3 (Ruby9) I8 (Giant4) B7,(Chimera7) B1 (Q2) T4 (Giant3) I8 (Buel9) C5 (Malboro6),(Elastoid9) F1 (Q2) B4 (Grendel5) T7 (Grat6) I8 (Buel3),F1 (Malboro2) B4 (Mask5) T7 (Bird6) C3 (Creeps8) I9,(Unicorn9) F1 (Q2) B4 (Glacial5) T7 (King8) C6 (Grat3),(Elastoid9) F1 (Glacial2) B4 (Q5) T7 (Giant6) C3 (Mask8),F1 (King4) B2 (Snake5) T7 (Q6) C3 (Glacial8) I9,(Biggs9) B5 (Q6) F8 (Mask7) C4 (Snake3) I2 (Bird1),(Biggs9) F3 (Chimera2) I6 (Q8) T7 (Malboro5) B4 (Creeps1),(Q7) F3 (Creeps6) T2 (Malboro5) I8 (Mask9) B4 (Creeps1),XX
1868dd30,143,(Q1) F2 (Unicorn3) B6 (Buel9) T5 (Grat8) I7 (Ruby4),(Elastoid9) C1 (Chimera2) B4 (Q5) T7 (Bird8) I6 (Snake3),(Mask1) F2 (Grendel3) B4 (King5) T7 (Q6) I8 (Robot9),(Q1) F3 (Beast2) B5 (Chimera6) I9 (Robot4) C8 (Ruby7),B1 (Q4) F2 (Elastoid5) C3 (Biggs6) T7 (Grendel9) I8,F2 (Beast1) B4 (Creeps5) T7 (Q3) C6 (Ruby9) I8,F1 (Ruby4) B2 (Grendel5) T7 (Giant6) C3 (Q8) I9,(Biggs9) F3 (Malboro2) I6 (Q4) T1 (Mask7) B8 (Jelleye5),F2 (Creeps3) B6 (Q5) T4 (King7) C1 (Elnoyle9) I8,F1 (Giant4) B2 (Biggs5) C3 (Elastoid6) T8 (Q9) I7,XX
bc648f71,144,(Beast9) F1 (Q4) B2 (Giant5) C6 (Jelleye8) I3 (Bird7),(Elastoid9) F1 (Q2) B4 (Grendel5) T7 (Buel8) I6 (Robot3),(Biggs9) F2 (Chimera1) T6 (King5) C3 (Jelleye4) I8 (Q7),(Unicorn7) F1 (Mask2) T4 (Q3) B5 (Beast8) I9 (Buel6),F4 (Elastoid5) C6 (Q3) I9 (Biggs1) T2 (Mask7) B8,B1 (Grendel2) F4 (Q5) T7 (Elastoid8) C9 (Bird6) I3,F1 (Biggs4) T7 (Q8) I9 (King2) C6 (Bird5) B3,F2 (Beast3) B6 (Q5) T4 (Bird7) C1 (Mask8) I9,C1 (Elnoyle2) B4 (Robot5) T7 (Giant6) F3 (Q8) I9,F1 (Q4) B2 (Creeps5) T7 (Malboro6) C3 (Giant9) I8,XX
